Type,Date,Location
Auto Fire Alarm,05/01/2010,47.663172 -122.307216
Automatic Fire Alarm Resd,05/01/2010,47.566608 -122.35915
Aid Response,05/01/2010,47.612294 -122.338732
Aid Response,05/01/2010,47.58617 -122.329979
Aid Response,05/01/2010,47.604625 -122.32697
Aid Response,05/01/2010,47.617173 -122.333103
"Mutual Aid, Medic",05/01/2010,47.589958 -122.237645
Aid Response,05/01/2010,47.621801 -122.303593
Medic Response,05/01/2010,47.705846 -122.320094
Aid Response,05/01/2010,47.624572 -122.352499
Aid Response,05/01/2010,47.619735 -122.346306
Medic Response Freeway,05/01/2010,47.559045 -122.321742
Auto Fire Alarm,05/01/2010,47.573124 -122.37816
Aid Response,05/01/2010,47.720157 -122.292729
Motor Vehicle Accident,05/01/2010,47.546027 -122.275989
Aid Response,05/01/2010,47.55196 -122.286261
Aid Response,05/01/2010,47.542476 -122.272808
Aid Response,05/01/2010,47.623492 -122.317799
Aid Response Yellow,05/01/2010,47.705934 -122.332604
Aid Response,05/01/2010,47.727923 -122.296065
Aid Response,05/01/2010,47.723218 -122.348195
Aid Response,05/01/2010,47.614317 -122.316839
Investigate Out Of Service,05/01/2010,47.603266 -122.321126
Medic Response,05/01/2010,47.546053 -122.272541
Medic Response,05/01/2010,47.602985 -122.328535
Aid Response,05/01/2010,47.661533 -122.320727
Aid Response,05/01/2010,47.610986 -122.32356
Aid Response,05/01/2010,47.717348 -122.286888
Medic Response,05/01/2010,47.606628 -122.312857
Automatic Medical Alarm,05/01/2010,47.622366 -122.324026
Aid Response,05/01/2010,47.618493 -122.326726
Aid Response,05/01/2010,47.615226 -122.324268
Auto Fire Alarm,05/01/2010,47.702154 -122.34466
Aid Response,05/01/2010,47.54759 -122.286293
Aid Response,05/01/2010,47.50482 -122.264818
Aid Response,05/01/2010,47.646396 -122.304614
Aid Response,05/01/2010,47.525631 -122.328213
Aid Response,05/01/2010,47.524487 -122.346735
Aid Response,05/01/2010,47.710687 -122.356832
Aid Response,05/01/2010,47.556905 -122.284537
Aid Response,05/01/2010,47.683841 -122.317502
Aid Response,05/01/2010,47.545123 -122.27774
Aid Response,05/01/2010,47.602985 -122.328535
Aid Response,05/01/2010,47.701756 -122.335022
Medic Response,05/01/2010,47.542281 -122.387398
Aid Response,05/01/2010,47.614317 -122.316839
Motor Vehicle Accident,05/01/2010,47.511575 -122.384451
Automatic Fire Alarm Resd,05/01/2010,47.627275 -122.290583
Medic Response,05/01/2010,47.554459 -122.275372
Aid Response,05/01/2010,47.611837 -122.343912
Aid Response,05/01/2010,47.615514 -122.310151
Aid Response Yellow,05/01/2010,47.521023 -122.366095
Rescue Heavy,05/01/2010,47.677767 -122.300623
Rescue Elevator,05/01/2010,47.708888 -122.355482
Automatic Medical Alarm,05/01/2010,47.616443 -122.310151
Aid Response,05/01/2010,47.661451 -122.317558
Motor Vehicle Accident,05/01/2010,47.654143 -122.352596
Aid Response,05/01/2010,47.666407 -122.340091
Aid Response,05/01/2010,47.65996 -122.342217
Medic Response,05/01/2010,47.716263 -122.354209
Aid Response,05/01/2010,47.613011 -122.326948
Medic Response,05/01/2010,47.700416 -122.323025
Aid Response,05/01/2010,47.663112 -122.316359
Auto Fire Alarm,05/01/2010,47.612708 -122.337292
Medic Response,05/01/2010,47.54887 -122.354722
Aid Response,05/01/2010,47.609285 -122.338904
Aid Response,05/01/2010,47.722899 -122.293194
Aid Response,05/01/2010,47.602813 -122.331449
Aid Response,05/01/2010,47.611672 -122.327273
Auto Fire Alarm,05/01/2010,47.669453 -122.317364
Medic Response,05/01/2010,47.730189 -122.301113
Investigate Out Of Service,05/01/2010,47.721111 -122.297778
Aid Response,05/01/2010,47.65775 -122.392859
Aid Response,05/01/2010,47.601721 -122.332874
Aid Response,05/01/2010,47.679549 -122.374649
Aid Response,05/01/2010,47.662244 -122.391032
Aid Response,05/01/2010,47.577726 -122.329058
Medic Response,05/01/2010,47.668611 -122.377222
Medic Response,05/01/2010,47.600194 -122.330541
Aid Response,05/01/2010,47.60739 -122.332564
Aid Response,05/01/2010,47.609199 -122.310041
Aid Response,05/01/2010,47.6029 -122.331529
Auto Fire Alarm,05/01/2010,47.621329 -122.355431
Aid Response,05/01/2010,47.61291 -122.306246
Aid Response,05/01/2010,47.610214 -122.336683
Aid Response,05/01/2010,47.608878 -122.336996
Medic Response,05/01/2010,47.621244 -122.283072
Aid Response,05/01/2010,47.561926 -122.376204
Medic Response,05/01/2010,47.721734 -122.370385
Trans to AMR,05/01/2010,47.55406 -122.334215
Auto Fire Alarm,05/01/2010,47.648554 -122.364891
Medic Response,05/01/2010,47.639727 -122.324677
Aid Response,05/01/2010,47.606197 -122.315471
Medic Response,05/01/2010,47.678556 -122.326837
Medic Response,05/01/2010,47.586816 -122.294919
Medic Response,05/02/2010,47.616945 -122.332718
Aid Response,05/02/2010,47.675295 -122.35435
"Medic Response, 7 per Rule",05/02/2010,47.602538 -122.318699
Medic Response,05/02/2010,47.60975 -122.337793
Medic Response,05/02/2010,47.585797 -122.334198
Aid Response,05/02/2010,47.727332 -122.358508
Medic Response,05/02/2010,47.571408 -122.291001
"Medic Response, 7 per Rule",05/02/2010,47.615559 -122.293555
Aid Response,05/02/2010,47.53865 -122.32063
Medic Response,05/02/2010,47.71049 -122.326004
Motor Vehicle Accident Freeway,05/02/2010,47.602936 -122.326094
Aid Response,05/02/2010,47.619773 -122.356747
Aid Response,05/02/2010,47.531495 -122.267658
Aid Response,05/02/2010,47.618497 -122.327854
Medic Response,05/02/2010,47.547451 -122.267269
Aid Response,05/02/2010,47.619908 -122.320873
Illegal Burn,05/02/2010,47.699429 -122.368728
Aid Response,05/02/2010,47.694721 -122.37545
Aid Response,05/02/2010,47.544669 -122.373777
Aid Response,05/02/2010,47.615235 -122.320799
Rescue Lock In/Out,05/02/2010,47.618501 -122.305894
Motor Vehicle Accident,05/02/2010,47.723218 -122.348195
Natural Gas Leak,05/02/2010,47.608685 -122.293692
Aid Response,05/02/2010,47.670187 -122.387587
Aid Response,05/02/2010,47.618497 -122.327854
Medic Response,05/02/2010,47.590313 -122.333263
Trans to AMR,05/02/2010,47.575392 -122.329059
Aid Response,05/02/2010,47.523923 -122.284823
Aid Response,05/02/2010,47.613302 -122.344406
Aid Response,05/02/2010,47.69491 -122.344574
Medic Response,05/02/2010,47.602482 -122.337268
Aid Response,05/02/2010,47.592046 -122.334195
EVENT - Special Event,05/02/2010,47.590144 -122.334195
Investigate Out Of Service,05/02/2010,47.660482 -122.366191
Medic Response,05/02/2010,47.61116 -122.340784
Medic Response,05/02/2010,47.592394 -122.327395
Aid Response,05/02/2010,47.633347 -122.277159
Aid Response,05/02/2010,47.612508 -122.341078
Aid Response,05/02/2010,47.696631 -122.290557
Medic Response,05/02/2010,47.730248 -122.293789
Aid Response,05/02/2010,47.72005 -122.344942
Wires Down,05/02/2010,47.692205 -122.320315
Aid Response,05/02/2010,47.615167 -122.311166
Automatic Fire Alarm Resd,05/02/2010,47.606353 -122.292611
Aid Response,05/02/2010,47.52108 -122.378223
Aid Response,05/02/2010,47.617699 -122.353831
Aid Response,05/02/2010,47.52101 -122.269997
Rescue Lock In/Out,05/02/2010,47.526441 -122.314808
Investigate Out Of Service,05/02/2010,47.730456 -122.355563
Medic Response,05/02/2010,47.598356 -122.327671
Aid Response,05/02/2010,47.623277 -122.35672
Medic Response,05/02/2010,47.582838 -122.386485
Aid Response,05/02/2010,47.607842 -122.342651
Aid Response,05/02/2010,47.553362 -122.313474
Aid Response,05/02/2010,47.612578 -122.341197
Aid Response,05/02/2010,47.613037 -122.326981
Aid Response,05/02/2010,47.616451 -122.314031
Aid Response,05/02/2010,47.576992 -122.307711
Aid Response,05/02/2010,47.603019 -122.333172
Food On The Stove Out,05/02/2010,47.619715 -122.341087
Aid Response,05/02/2010,47.645231 -122.385956
Aid Response,05/02/2010,47.579809 -122.327245
Aid Response,05/02/2010,47.627154 -122.346109
Aid Response,05/02/2010,47.667908 -122.360804
1RED 1 Unit,05/02/2010,47.63485 -122.313262
Aid Response,05/02/2010,47.604161 -122.328079
4RED - 2 + 1 + 1,05/02/2010,47.663595 -122.35508
Aid Response,05/02/2010,47.609221 -122.335775
Aid Response,05/02/2010,47.584234 -122.299024
Aid Response,05/02/2010,47.598356 -122.327671
Aid Response,05/02/2010,47.709488 -122.323301
Aid Response,05/02/2010,47.692229 -122.324063
Aid Response,05/02/2010,47.519068 -122.27422
Aid Response,05/02/2010,47.620053 -122.315621
Aid Response,05/02/2010,47.538902 -122.293225
Automatic Fire Alarm Resd,05/02/2010,47.554819 -122.361745
Auto Fire Alarm,05/02/2010,47.61409 -122.337592
Medic Response,05/02/2010,47.598353 -122.325793
Aid Response,05/02/2010,47.694355 -122.375451
Auto Fire Alarm,05/02/2010,47.588027 -122.386277
Aid Response,05/02/2010,47.613417 -122.282535
Auto Fire Alarm,05/02/2010,47.606176 -122.310249
Auto Fire Alarm,05/02/2010,47.547875 -122.373614
Automatic Fire Alarm Resd,05/02/2010,47.571744 -122.410908
Automatic Medical Alarm,05/02/2010,47.622312 -122.332995
Automatic Medical Alarm,05/02/2010,47.672185 -122.258129
Aid Response,05/02/2010,47.672456 -122.352579
Medic Response,05/02/2010,47.617263 -122.306136
Motor Vehicle Accident,05/02/2010,47.665036 -122.333719
Aid Response,05/02/2010,47.549748 -122.286273
Medic Response,05/02/2010,47.631378 -122.359203
Aid Response,05/02/2010,47.719601 -122.355539
Aid Response,05/02/2010,47.682124 -122.263668
Aid Response,05/02/2010,47.618002 -122.329183
4RED - 2 + 1 + 1,05/02/2010,47.662297 -122.366195
Medic Response,05/02/2010,47.514679 -122.37962
Aid Response,05/02/2010,47.670708 -122.334319
Aid Response,05/02/2010,47.611567 -122.311479
Aid Response,05/02/2010,47.66646 -122.328592
"Medic Response, 6 per Rule",05/02/2010,47.562604 -122.382814
Aid Response,05/02/2010,47.674546 -122.374598
Medic Response,05/02/2010,47.548217 -122.376372
Aid Response,05/02/2010,47.581725 -122.329055
Aid Response,05/02/2010,47.582303 -122.291924
Aid Response,05/02/2010,47.65996 -122.342217
Aid Response Yellow,05/02/2010,47.555008 -122.283485
"Hang-Up, Aid",05/02/2010,47.613303 -122.342017
Medic Response,05/02/2010,47.583979 -122.334199
Medic Response,05/02/2010,47.516849 -122.269611
Medic Response,05/02/2010,47.544279 -122.268944
Aid Response Yellow,05/02/2010,47.697824 -122.349998
Aid Response,05/02/2010,47.607979 -122.333104
Aid Response,05/02/2010,47.724989 -122.294598
Aid Response,05/02/2010,47.715614 -122.294054
Aid Response,05/02/2010,47.556263 -122.307918
Aid Response,05/02/2010,47.602348 -122.337148
Medic Response,05/02/2010,47.606547 -122.311551
Medic Response,05/02/2010,47.606687 -122.31155
Aid Response,05/02/2010,47.667143 -122.35442
Aid Response,05/02/2010,47.537046 -122.283397
Motor Vehicle Accident,05/02/2010,47.550301 -122.387091
Aid Response,05/02/2010,47.558988 -122.376234
Medic Response,05/02/2010,47.537814 -122.393022
Medic Response,05/02/2010,47.613037 -122.326981
Aid Response,05/02/2010,47.602985 -122.328535
Medic Response,05/02/2010,47.727057 -122.328869
Automatic Fire Alarm Resd,05/02/2010,47.688726 -122.380098
Medic Response,05/02/2010,47.498152 -122.263421
Aid Response,05/02/2010,47.617185 -122.326728
Auto Fire Alarm,05/02/2010,47.632805 -122.376049
Trans to AMR,05/02/2010,47.600194 -122.330541
Aid Response,05/02/2010,47.600881 -122.332252
Aid Response,05/02/2010,47.65996 -122.342217
Aid Response,05/02/2010,47.511683 -122.37834
Aid Response,05/02/2010,47.544024 -122.273887
Medic Response,05/02/2010,47.640101 -122.34285
Aid Response,05/02/2010,47.582041 -122.403462
Medic Response,05/02/2010,47.571115 -122.28993
Medic Response,05/02/2010,47.560808 -122.29324
1RED 1 Unit,05/02/2010,47.544009 -122.310121
"Medic Response, 6 per Rule",05/02/2010,47.611207 -122.337592
Medic Response,05/02/2010,47.601672 -122.305044
Medic Response,05/02/2010,47.5197 -122.269965
Aid Response,05/02/2010,47.616815 -122.311453
Aid Response,05/02/2010,47.692107 -122.304836
Aid Response,05/02/2010,47.601689 -122.314162
Medic Response,05/02/2010,47.571624 -122.31453
Medic Response,05/02/2010,47.578922 -122.317353
Auto Fire Alarm,05/02/2010,47.588027 -122.386277
Aid Response,05/02/2010,47.606197 -122.315471
Illegal Burn,05/02/2010,47.581885 -122.321397
Aid Response,05/02/2010,47.65996 -122.342217
Trans to AMR,05/02/2010,47.692436 -122.355321
Aid Response,05/02/2010,47.601719 -122.331984
Aid Response,05/02/2010,47.678789 -122.262227
Aid Response,05/02/2010,47.52615 -122.265483
Trans to AMR,05/02/2010,47.551361 -122.294061
"Medic Response, 7 per Rule",05/02/2010,47.61404 -122.345653
Aid Response,05/02/2010,47.6146 -122.342634
Medic Response,05/02/2010,47.698303 -122.351256
Medic Response,05/02/2010,47.708935 -122.320569
Trans to AMR,05/02/2010,47.658979 -122.313189
Medic Response,05/02/2010,47.73104 -122.347764
Motor Vehicle Accident Freeway,05/02/2010,47.643234 -122.323195
Aid Response,05/02/2010,47.546685 -122.278148
Trans to AMR,05/02/2010,47.668671 -122.377632
Medic Response,05/02/2010,47.698303 -122.351256
Medic Response,05/02/2010,47.602172 -122.330863
"Hang-Up, Aid",05/02/2010,47.573245 -122.287747
"Medic Response, 7 per Rule",05/02/2010,47.602923 -122.314195
Medic Response,05/02/2010,47.662918 -122.361492
Aid Response,05/02/2010,47.5256 -122.317556
Fire in Single Family Res,05/02/2010,47.54984 -122.387104
Rescue Lock In/Out,05/02/2010,47.611629 -122.339592
Aid Response Yellow,05/02/2010,47.71602 -122.365336
Aid Response,05/02/2010,47.538902 -122.293225
Motor Vehicle Accident,05/02/2010,47.550301 -122.387091
Auto Fire Alarm,05/02/2010,47.618497 -122.327854
Aid Response,05/02/2010,47.611567 -122.311479
Medic Response,05/02/2010,47.66666 -122.305524
Aid Response,05/02/2010,47.614821 -122.333167
1RED 1 Unit,05/02/2010,47.602101 -122.299968
Aid Response,05/02/2010,47.696122 -122.338711
Rescue Water,05/02/2010,47.549669 -122.25757
Motor Vehicle Accident Freeway,05/03/2010,47.613695 -122.329853
Aid Response,05/03/2010,47.600659 -122.308964
Aid Response,05/03/2010,47.611733 -122.341753
Medic Response,05/03/2010,47.60828 -122.334742
Aid Response,05/03/2010,47.619736 -122.331697
Auto Fire Alarm,05/03/2010,47.616815 -122.311453
Auto Fire Alarm,05/03/2010,47.69061 -122.357982
Auto Fire Alarm,05/03/2010,47.61055 -122.329318
Aid Response,05/03/2010,47.670949 -122.312871
Motor Vehicle Accident,05/03/2010,47.606337 -122.334672
Rescue Lock In/Out,05/03/2010,47.521174 -122.390217
Aid Response,05/03/2010,47.518178 -122.367277
Auto Fire Alarm,05/03/2010,47.690519 -122.33644
Aid Response,05/03/2010,47.54088 -122.288573
Rescue Water,05/03/2010,47.595079 -122.385337
Aid Response Yellow,05/03/2010,47.641483 -122.385655
Motor Vehicle Accident,05/03/2010,47.538884 -122.282179
Aid Response,05/03/2010,47.549761 -122.363014
Aid Response,05/03/2010,47.582823 -122.300344
Aid Response,05/03/2010,47.536442 -122.361322
Medic Response,05/03/2010,47.616606 -122.32082
Aid Response,05/03/2010,47.663383 -122.313097
Trans to AMR,05/03/2010,47.661339 -122.397155
Aid Response,05/03/2010,47.610614 -122.332447
Aid Response,05/03/2010,47.581851 -122.329055
Aid Response,05/03/2010,47.668667 -122.376214
Trans to AMR,05/03/2010,47.669459 -122.311887
Medic Response,05/03/2010,47.52455 -122.352811
Aid Response,05/03/2010,47.616744 -122.326806
Medic Response,05/03/2010,47.588225 -122.321391
Aid Response,05/03/2010,47.61055 -122.329318
Auto Fire Alarm,05/03/2010,47.618693 -122.334256
Auto Fire Alarm,05/03/2010,47.540683 -122.286131
Aid Response,05/03/2010,47.538902 -122.293225
Medic Response,05/03/2010,47.590622 -122.387748
Aid Response,05/03/2010,47.526216 -122.360471
Aid Response,05/03/2010,47.722899 -122.293194
Aid Response,05/03/2010,47.599281 -122.302233
Aid Response,05/03/2010,47.561926 -122.376204
Medic Response,05/03/2010,47.721819 -122.366364
Auto Fire Alarm,05/03/2010,47.66288 -122.353974
Medic Response,05/03/2010,47.64203 -122.324675
Trans to AMR,05/03/2010,47.71229 -122.333773
Aid Response,05/03/2010,47.601718 -122.331581
Aid Response,05/03/2010,47.568152 -122.406764
Auto Fire Alarm,05/03/2010,47.52885 -122.322876
Aid Response,05/03/2010,47.618002 -122.329183
Medic Response,05/03/2010,47.616107 -122.327888
Aid Response,05/03/2010,47.647083 -122.317221
Aid Response,05/03/2010,47.701756 -122.335022
Medic Response,05/03/2010,47.571749 -122.389439
Aid Response,05/03/2010,47.673582 -122.269372
Aid Response,05/03/2010,47.718106 -122.344911
"Medic Response, 7 per Rule",05/03/2010,47.68711 -122.327006
Automatic Fire Alarm False,05/03/2010,47.610625 -122.32442
Aid Response,05/03/2010,47.690729 -122.342375
Aid Response,05/03/2010,47.651347 -122.412377
Aid Response,05/03/2010,47.526216 -122.360471
Car Fire,05/03/2010,47.616446 -122.311456
Aid Response,05/03/2010,47.61055 -122.329318
Aid Response,05/03/2010,47.553304 -122.286029
Aid Response,05/03/2010,47.701756 -122.335022
Aid Response,05/03/2010,47.674108 -122.292203
Automatic Fire Alarm Resd,05/03/2010,47.557931 -122.388912
Aid Response,05/03/2010,47.622 -122.334274
Aid Response,05/03/2010,47.626322 -122.348863
Automatic Fire Alarm Resd,05/03/2010,47.552572 -122.260212
Medic Response,05/03/2010,47.528558 -122.286608
Aid Response,05/03/2010,47.724992 -122.344997
Medic Response,05/03/2010,47.518896 -122.375469
Aid Response,05/03/2010,47.523307 -122.269986
Auto Fire Alarm,05/03/2010,47.620604 -122.343829
Aid Response,05/03/2010,47.592326 -122.329049
Aid Response,05/03/2010,47.726699 -122.289566
Aid Response,05/03/2010,47.616403 -122.320817
Aid Response,05/03/2010,47.60975 -122.337793
Aid Response,05/03/2010,47.700206 -122.290651
Alarm Bell,05/03/2010,47.581892 -122.323805
Aid Response,05/03/2010,47.544669 -122.373777
Aid Response,05/03/2010,47.670175 -122.378984
"Hang-Up, Aid",05/03/2010,47.612502 -122.343053
Medic Response,05/03/2010,47.609847 -122.340843
Motor Vehicle Accident,05/03/2010,47.694721 -122.37545
Aid Response,05/03/2010,47.572379 -122.32279
Motor Vehicle Accident,05/03/2010,47.57198 -122.296727
Aid Response,05/03/2010,47.691287 -122.344531
Aid Response,05/03/2010,47.709488 -122.323301
Medic Response,05/03/2010,47.678755 -122.393369
Aid Response,05/03/2010,47.65996 -122.342217
Trans to AMR,05/03/2010,47.60739 -122.332564
Car Fire,05/03/2010,47.604161 -122.328079
Aid Response,05/03/2010,47.613528 -122.332042
Aid Response,05/03/2010,47.692737 -122.344548
Aid Response,05/03/2010,47.69288 -122.377887
Medic Response,05/03/2010,47.600194 -122.330541
Trans to AMR,05/03/2010,47.607557 -122.340392
"Medic Response, 6 per Rule",05/03/2010,47.606181 -122.311554
Medic Response,05/03/2010,47.639859 -122.400995
Aid Response,05/03/2010,47.52468 -122.366071
Automatic Fire Alarm Resd,05/03/2010,47.556286 -122.307918
Aid Response,05/03/2010,47.613011 -122.326948
Car Fire,05/03/2010,47.521883 -122.269993
Trans to AMR,05/03/2010,47.669808 -122.3544
Auto Fire Alarm,05/03/2010,47.610719 -122.335611
Auto Fire Alarm,05/03/2010,47.614549 -122.312651
"Medic Response, 7 per Rule",05/03/2010,47.641826 -122.402353
Aid Response,05/03/2010,47.625413 -122.344954
"Medic Response, 6 per Rule",05/03/2010,47.621066 -122.322225
Medic Response,05/03/2010,47.709397 -122.309982
